iter	Accuracy	Logloss
882	0.6412822887	0.6279704898
883	0.6413473754	0.6279160836
884	0.6412525651	0.627913858
885	0.6413673981	0.6278996685
886	0.6413673981	0.6278996684
887	0.6413673981	0.6278996681
888	0.6413673981	0.627899668
889	0.6413673981	0.6278996677
890	0.6412822887	0.6278863764
891	0.6412822887	0.6278863761
892	0.6414005622	0.6278406657
893	0.6414725301	0.6278346295
894	0.6414725301	0.6278342405
895	0.6414856716	0.6278280533
896	0.6414856716	0.6278280531
897	0.6415444979	0.6278264611
898	0.6414988131	0.6278095066
899	0.6414856716	0.6277935256
900	0.6414856716	0.6277935254
901	0.6413326557	0.6277599669
902	0.6414046236	0.6277515296
903	0.6414046236	0.6277515296
904	0.6415222763	0.6277263636
905	0.6415222763	0.627726361
906	0.6415222763	0.627726361
907	0.6415222763	0.6277263609
908	0.6415222763	0.627726344
909	0.6415451187	0.6277223213
910	0.6415451187	0.6277223212
911	0.6415976847	0.6276968731
912	0.6415976847	0.6276968731
913	0.6416239678	0.6276929549
914	0.641568582	0.6276601834
915	0.6415526207	0.6276435959
916	0.6415297783	0.6276414496
917	0.6415206981	0.6276044506
918	0.6415338396	0.6275731415
919	0.6415961066	0.6275708238
920	0.641618949	0.6275667507
921	0.641618949	0.6275667505
922	0.641618949	0.6275667504
923	0.641618949	0.6275667502
924	0.641618949	0.6275667501
925	0.6418548752	0.627518216
926	0.6418908592	0.6275131199
927	0.6418908592	0.6275131199
928	0.6417697659	0.6274908274
929	0.6417697659	0.6274908272
930	0.6418057498	0.6274908271
931	0.6418057498	0.6274908269
932	0.6419040007	0.6274816687
933	0.6417960489	0.6274666014
934	0.6418880394	0.6274272111
935	0.6418880394	0.6274272076
936	0.6418880394	0.6274225259
937	0.6418880394	0.6274225257
938	0.6418748979	0.6273851381
939	0.6418748979	0.627385138
940	0.6419925506	0.6273735478
941	0.6419925506	0.6273718949
942	0.6420119525	0.627359893
943	0.6420119525	0.627359893
944	0.6420451166	0.6273353933
945	0.6420091327	0.627328834
946	0.6420451166	0.6273285251
947	0.6423786729	0.6272649537
948	0.6423558305	0.6272646591
949	0.6423558305	0.627264659
950	0.6422873032	0.6272638693
951	0.6422907438	0.6272578636
952	0.6422907438	0.6272578636
953	0.6422187759	0.6272561753
954	0.642209075	0.6272516596
955	0.642209075	0.627238175
956	0.642209075	0.6272381749
957	0.642209075	0.6272381748
958	0.6422056344	0.6272289223
959	0.6424443804	0.6271870752
960	0.6424443804	0.6271870447
961	0.6424443804	0.6271870446
962	0.6425100879	0.6271560662
963	0.6426900076	0.6271208939
964	0.6426900076	0.6271208939
965	0.64252667	0.6270918925
966	0.6425398115	0.6270873563
967	0.6423964966	0.6270542678
968	0.6423473712	0.6270467689
969	0.6423473712	0.6270467687
970	0.6423148278	0.6270370298
971	0.6424262202	0.6270359863
972	0.6423148278	0.6270171966
973	0.6423148278	0.6270171965
974	0.6424684645	0.6270005052
975	0.6423411108	0.6269922993
976	0.6423182684	0.6269921342
977	0.6423867957	0.6269888137
978	0.6423867957	0.6269888137
979	0.6423867957	0.6269888137
980	0.6423867957	0.6269888136
981	0.642445622	0.6269851529
982	0.642445622	0.626985071
983	0.6423182684	0.6269725214
984	0.6423964966	0.6269474363
985	0.6424033777	0.6269261361
986	0.6424033777	0.6269261293
987	0.6423805353	0.6269261291
988	0.6423085675	0.6269201579
989	0.6423085675	0.6269201578
990	0.6423251495	0.6269154112
991	0.6422178185	0.6268909126
992	0.6422178185	0.6268909125
993	0.6422178185	0.6268905394
994	0.6423126288	0.6268687683
995	0.6422350214	0.6268488867
996	0.6421893366	0.6268353774
997	0.6421893366	0.6268353773
998	0.6421893366	0.6268353772
999	0.6423852175	0.6267941497
